Species,BBW,BBZ,BLG,HH,HZ,JJ,JL,LCG,LH,LHH,LHK,MJ,NL,NL2,NL6,NL7,OJ,SY,SYC,WSK,YR,YRS,ZJ,ZJJ
s__Solemya_velum_gill_symbiont,5374,7536,2966,24084,16022,19110,8820,16080,21310,35794,1656,10162,3368,4062,5548,4594,14588,24008,8172,1496,11738,26390,3612,5790
s__Tetrasphaera_sp._Soil756,28480,1854,1136,1772,1008,250,2468,1192,1794,5502,2338,77784,28942,8958,21362,30590,1024,1292,38408,1034,934,2682,14146,6488
s__Nitrospira_sp._SCGC_AG-212-E16,2088,372,15986,1282,47660,6640,3744,11246,1754,1078,6726,22262,19872,18982,9814,16756,21610,1316,1962,34460,1348,1266,11506,17940
s__Enhygromyxa_salina,3612,2266,9040,7996,27594,63862,5582,12530,7272,6856,2634,21942,3808,4538,5378,8310,12894,6612,35934,3680,5522,8278,5652,4508
s__Congregibacter_litoralis,5618,8808,4452,30544,24274,2078,9752,20930,29234,9796,1920,11460,2764,1852,6128,7342,19126,13644,12228,1780,15326,25216,5322,5518
s__Candidatus_Thiomargarita_nelsonii,4368,5732,5898,20204,27966,32670,8562,17556,18366,8092,6086,10424,3758,6148,5682,5518,17870,13660,10746,4052,11598,19366,4530,5982
s__Roseiflexus_sp._RS-1,6994,3452,9148,8126,12732,102750,3442,9956,7192,7262,3442,8416,5028,7762,6876,8716,9328,5660,15522,3918,5964,8606,7482,5162
s__Candidatus_Nitrospira_inopinata,2826,984,14486,2574,38102,18604,4334,10964,3324,2360,7014,40604,10096,11450,9438,10038,17076,2848,3690,29734,2812,2654,9012,17746
s__Gemmatimonas_aurantiaca,3300,1394,18210,8304,27608,32466,3472,12834,8096,2602,7816,14056,11008,7396,7560,10150,14224,5436,32694,12402,6806,8478,4578,9864
s__Thiohalocapsa_sp._ML1,9408,5216,5122,13254,12614,10850,5822,10044,10894,80160,5020,8378,5704,6956,8322,8156,9662,9568,7354,3898,7886,13906,4894,7198
s__Solirubrobacter_soli,15808,10190,8060,3522,15518,8908,1868,12722,3530,2818,2772,9788,15364,32860,18656,33588,14108,5484,7144,3988,6968,4530,22166,7826
s__Oceanibaculum_indicum,5822,4130,5286,7216,22154,105156,5032,16170,7968,4068,2904,6022,3702,3656,6184,7468,11546,5884,5520,3778,8440,10328,3802,4404
s__marine_gamma_proteobacterium_HTCC2143,4936,5026,5300,27824,32412,2762,7876,23348,28758,9070,2416,11704,2532,2278,5884,6228,20084,14662,8526,2474,13042,19292,4800,5010
s__Aquincola_tertiaricarbonis,1940,330,51634,934,8380,1070,2352,16974,2252,2356,35558,17630,4692,2888,5442,4630,9654,5996,1296,50744,3248,818,17346,17936
s__Thioflavicoccus_mobilis,8232,5028,5058,18182,18958,17372,6694,14112,16834,28116,5072,9056,6306,8904,9096,8126,13882,12328,8888,3590,9880,17458,4586,6980
s__Luminiphilus_syltensis,4042,6350,3028,30634,25264,562,9538,21404,33030,5844,1348,10690,1982,988,4784,5528,18738,14684,11446,1202,15966,24936,5490,4814
s__Sulfuricella_sp._T08,5230,2316,21620,8576,22926,33960,4988,16418,8312,4882,12802,11872,6880,10172,5906,7212,13046,9950,5000,16312,6444,9214,6532,9124
s__Thiocapsa_marina,9800,5718,5514,14536,13794,13852,5192,10348,11410,51522,6010,7324,7590,10890,10028,9180,9414,10216,6794,4220,7598,15352,4062,7866
s__Desulfomonile_tiedjei,6032,3896,7978,7864,8270,41518,3196,8422,5858,14490,14452,5412,13990,49458,10180,8876,6678,5070,3974,5924,3896,9224,4334,8948
s__Pseudohaliea_rubra,7816,8444,5970,25628,21004,1700,7642,17224,22958,14882,3162,11128,4188,3438,8588,11388,14842,10952,10790,2932,12804,17984,5488,6186
s__Bryobacter_aggregatus,2582,708,5690,2436,13248,146534,1692,5750,3438,1978,4130,9188,5978,6694,4334,4044,7258,2848,6430,4974,2532,2248,3016,8154
s__Geobacter_uraniireducens,3322,1936,17066,10408,10508,50980,2960,11494,9010,6414,17268,6348,8250,23934,5980,5608,7476,9476,7066,12088,5168,7730,4478,8598
s__Leptolyngbya_valderiana,3760,4872,4494,26550,32262,16496,5776,18770,21156,7150,1868,9074,2334,2044,4862,4806,16220,11004,18164,2106,14282,17894,3484,4034
s__Methylocaldum_szegediense,5648,4650,6042,16506,26168,20366,7340,17014,17156,5954,4520,10122,5240,10978,6804,7518,16186,12436,10112,4410,10260,16158,4900,6596
s__Labilithrix_luteola,2980,1336,29136,4080,16702,60660,2794,8624,4148,3724,7692,9876,4720,5350,4410,5838,9206,3922,32360,17642,3186,4600,4128,5590
s__Thermopetrobacter_sp._TC1,37638,24270,3548,8412,5908,9908,3144,7564,6064,11070,2184,8500,18404,3702,26828,23924,4342,6208,3436,2072,5942,4414,5122,17182
s__Thermithiobacillus_tepidarius,4980,3412,8786,11738,19236,41888,5438,13702,11494,6112,7222,11416,6202,8700,6748,7666,12830,9860,10730,7598,7406,12056,6280,8186
s__Lamprocystis_purpurea,8608,3390,7770,8254,8742,11876,3842,6666,7498,84122,9304,5772,7332,10450,8288,8144,6258,8008,4084,6858,4670,8334,3992,6584
s__Inquilinus_limosus,6278,3148,8082,8630,22376,60458,4692,15126,9948,3906,4444,8596,4968,5968,6660,9926,12748,7316,7454,5508,8570,10412,6330,5722
s__Chloroflexi_bacterium_OLB13,6788,3822,5000,7424,8300,103258,3220,7692,6414,5986,1672,6378,3554,4670,6052,6650,7952,5772,20018,1980,5844,8246,5022,3292
s__Archangium_gephyra,3664,2606,17842,9646,18184,51402,3958,13298,10068,4900,5238,10860,5110,6310,5642,6782,11238,6980,16430,6102,6106,9364,6114,7148
s__Methylibium_sp._NZG,2948,690,36850,1346,9270,2636,2704,13112,2794,2192,30502,20988,5790,4256,6554,6236,9272,5724,1438,42620,3108,862,17826,15078
s__Dechloromonas_denitrificans,1650,538,71308,1660,4466,1920,1652,7318,2556,9766,44574,4394,2320,2820,2162,2030,2708,10642,1868,56812,1738,1328,2996,5158
s__Dehalococcoidia_bacterium_SM23_28_2,2748,1254,4516,2726,18104,123004,1458,8498,3488,2500,770,7304,4202,7540,4752,15508,9500,3782,3228,1236,3308,3112,5260,4064
s__Hyphomicrobium_nitrativorans,32044,13548,4352,5450,8216,2086,2634,9302,4134,3520,1644,10050,15542,8184,25086,40398,7636,7582,3230,3992,9006,6226,10612,7328
s__Thioploca_ingrica,3586,2592,3028,6882,18160,29220,4578,7710,5416,5634,44474,9160,5888,7060,4602,4074,9646,5592,5352,19160,4410,7694,2934,22802
s__Candidatus_Competibacter_denitrificans,5200,3564,16054,15618,18632,16260,6420,14494,15224,6510,7572,10368,5082,8504,6868,6840,13262,11140,7618,7412,9422,14682,5576,6386
s__Rhizobacter_sp._Root404,3312,606,32140,1644,9562,10672,2890,13118,3024,2154,26250,21106,5674,4814,5980,6288,9396,6084,2432,36698,3030,1324,16660,13446
s__Roseiflexus_castenholzii,6292,3208,7334,6370,10098,88126,2750,8848,5716,6560,3824,7610,4718,6562,6426,8120,7736,4808,12966,4032,4998,7048,6426,4784
s__candidate_division_Zixibacteria_bacterium_RBG-1,1902,1080,7824,3562,13338,127946,1876,8998,3466,2514,2218,9258,3050,6168,3130,4344,6674,2850,6578,3176,2536,3366,2720,6228
s__Phycisphaerae_bacterium_SM23_30,2866,1990,4746,6172,13198,110058,2176,8468,4402,6062,4364,5008,5170,16988,3584,4066,6196,3984,5564,3310,3610,6196,2360,3810
s__Myxococcus_fulvus,3540,2200,18930,6918,15106,67932,2918,10172,6896,4202,5096,9216,4872,6512,4732,6596,8832,5614,13648,5814,4880,6246,4278,7204
s__bacterium_UASB14,6526,4326,6708,9564,11822,60642,3738,9844,6784,12294,5182,7786,5986,11546,6926,7024,8426,6524,10312,4274,5156,9112,5358,5750
s__Thiocapsa_sp._KS1,8666,4410,6804,13690,10796,13412,5202,9394,12264,37194,6920,7940,6408,8942,8308,8120,8626,10414,7148,5480,7166,12884,4198,7148
s__Rhodovulum_sp._PH10,6746,1718,4286,1676,5002,11866,1584,3874,1702,1392,3700,5752,24662,67824,17756,36290,3272,2128,2146,3354,2404,1666,15436,4534
s__Solirubrobacterales_bacterium_URHD0059,13742,9174,7738,2382,11944,5020,1496,10338,2654,1976,2054,7596,14198,34822,16024,27504,11598,4404,5102,3280,5390,3214,19516,7166
s__Mizugakiibacter_sediminis,4262,4526,9904,20396,20616,9610,5114,16198,18842,5082,6012,9490,3612,3412,5612,6420,13728,8856,13822,6068,11280,13516,5626,6034
s__Sulfurovum_sp._AR,6108,1492,236,34680,1494,800,8962,1504,7474,52132,66,7748,1632,2206,8214,2418,5542,22452,4666,30,36978,19894,322,860
s__candidate_division_Zixibacteria_bacterium_SM23_81,3064,2200,6816,6948,12474,89176,2538,8596,5432,6084,3862,8486,4326,9696,5028,6566,7538,4464,7730,3550,3986,7484,3628,6160
s__Azospirillum_halopraeferens,4476,3484,6364,6792,18022,82984,4336,13518,7312,2844,3716,6188,3330,3962,4778,6876,10210,5652,4852,4034,5940,8150,3708,4010
s__Skermanella_aerolata,4206,3094,5416,8042,18158,79064,4258,13268,8864,3368,3144,6226,3392,4482,4696,6598,10186,5990,5952,3634,6328,9176,4000,3834
s__Caldithrix_abyssi,3644,3232,9002,9712,13968,60342,3682,10686,6984,10584,3512,9762,4634,10232,5380,6240,8566,5606,12050,4006,5014,8338,3716,6456
s__Haloferula_sp._BvORR071,4688,2632,23964,9166,8574,8732,1874,14588,11246,3466,13096,9612,3818,3112,3958,7786,8092,12704,11786,31740,13968,4668,4258,4952
s__Hyphomicrobium_denitrificans,24090,11244,5092,6484,7290,5108,2928,8312,5596,2860,2496,10504,13096,10668,20492,32570,6862,6590,3682,5018,8066,6122,10474,6240
s__Hyalangium_minutum,3470,2602,22880,7044,14302,47858,3252,11434,7164,3694,5268,10638,5600,6668,5180,6696,8750,5110,11672,7036,4668,7128,5346,8078
s__Azohydromonas_australica,2848,874,32612,1460,10326,5146,3090,12984,2578,2562,23394,18384,5084,3930,6018,5940,8946,4992,1964,31664,2800,1234,17828,14090
s__Geoalkalibacter_subterraneus,2272,1650,7864,25244,9844,11886,2846,12000,15320,11250,11212,6908,3492,6832,4918,3890,6654,21796,16274,7102,9206,12784,2434,6198
s__Candidatus_Nitrosoarchaeum_limnia,586,92,1696,2058,63066,638,25376,16848,13442,184,106,20280,2398,3110,4048,5496,36484,4876,1698,196,1250,5418,6570,2672
s__Desulfatirhabdium_butyrativorans,5318,4212,6634,12526,4922,13572,3284,4964,5676,43014,14286,5326,8410,18896,8028,6466,4220,7598,3122,6610,5404,8994,3836,9762
s__Thiobacillus_thioparus,3552,1202,10000,4910,7674,23554,2790,5498,12952,9774,9120,27836,9984,21732,3548,3278,5976,11636,4494,10128,12398,3618,3524,4658
s__Nitrosomonas_sp._Is79A3,1232,854,64438,3408,7368,5536,3216,7468,3460,3842,11960,3428,1224,1948,1428,1552,4522,5050,2442,68838,3048,2968,1468,2106
s__Sulfuricella_denitrificans,4844,1572,20694,6208,16670,22042,3738,14572,5710,4590,10806,10546,5624,8078,5340,6584,9998,7350,5658,14114,5200,6892,5972,8156
s__Pelobacter_carbinolicus,2710,2428,6934,21692,10546,14112,3628,11546,14454,9736,9576,6852,3514,6718,5142,4360,7620,19346,12918,5930,8768,12692,3274,5458
s__beta_proteobacterium_AAP51,2402,598,33946,1102,7590,1270,2290,13808,3340,4052,30108,11944,4240,2728,4954,4464,6928,7574,2090,35572,3088,692,11988,11612
s__Nisaea_denitrificans,8968,7390,2682,7792,17340,54644,4622,11976,7540,4276,1164,5880,4514,2860,7674,9536,9690,6210,5050,1372,8632,10030,3238,4232
s__Singulisphaera_acidiphila,4946,3040,10148,5070,25648,43018,2610,9998,4692,4720,4360,7456,5178,8626,5534,9410,10932,6090,10520,5058,4946,5562,4262,5124
s__Kordiimonas_gwangyangensis,3330,4604,3250,23294,16968,2248,7356,18218,24198,4754,690,8304,1536,722,3708,4076,13452,9776,12630,918,12426,20416,4358,3966
s__Gimesia_maris,5828,4490,7500,6988,24918,41554,2806,12484,5442,5314,2178,7722,3708,5742,5984,9804,11262,8222,9930,2454,6562,6218,3480,3760
s__Skermanella_stibiiresistens,4070,2684,4312,6140,17334,75794,3908,11094,6946,3160,2558,5038,3144,3850,4574,6204,9678,5236,4648,2932,5562,7698,3170,2912
s__Desulfospira_joergensenii,4802,5770,3038,17682,5550,18924,3690,6590,8832,43966,4492,4384,4496,8546,6306,5090,5690,8512,4842,2206,8216,13836,2416,4760
s__Thauera_phenylacetica,1286,680,17302,2610,4636,1866,1500,3934,4286,102596,5168,16374,2056,2092,2062,2130,2766,4508,3076,10732,2076,1392,4710,2460
s__Candidatus_Actinomarina_minuta,6374,5118,4036,9064,19726,186,3580,23932,10920,2376,86,16128,2150,396,4200,7792,16926,14638,8142,384,19748,12204,10762,3320
s__Azospirillum_brasilense,3876,2536,5692,7588,17754,60062,3988,12146,8316,3120,3386,5648,3506,4240,5002,6754,9986,5912,5812,4260,6060,8178,3752,3834
s__Arhodomonas_aquaeolei,3578,4382,4096,16738,19450,13978,6554,14972,17510,4438,2220,8046,2382,2624,4364,5016,13986,10700,9466,1944,10568,14648,3880,4594
s__Rubrivivax_gelatinosus,2442,592,29926,1434,7918,2656,2304,13922,3294,3652,25110,13468,4376,3180,4716,4378,7126,7464,1614,31506,2862,1142,12842,11734
s__Sideroxydans_lithotrophicus,29292,812,53620,2054,9182,14492,2064,6954,2754,1786,8998,5344,4142,6436,2850,3424,4910,3354,1768,18274,2284,2228,3280,7808
s__Ramlibacter_tataouinensis,4130,792,23484,2110,11412,4522,3318,12030,3502,1832,19788,14514,6864,6284,6172,7330,8244,4862,3706,23588,3012,1932,11606,12074
s__Dokdonella_koreensis,3444,4144,9312,20034,14928,4486,5228,13000,16810,5648,4642,8724,2574,2464,4506,5432,10472,8076,15764,4044,10334,13112,4176,4782
s__Leptothrix_cholodnii,2114,968,24514,5042,8724,4520,3156,12292,5542,2192,17988,14154,4410,3760,4814,4252,8118,6620,2266,26870,3966,4756,13006,11646
s__Coleofasciculus_chthonoplastes,1834,1242,1494,3534,4662,12342,1190,3426,3284,3880,124130,2280,1482,1664,1688,1834,3092,2208,3612,1802,1876,3336,1992,7624
s__Rubrobacter_xylanophilus,5798,2326,6192,5456,16798,33182,2372,13242,5946,2434,2136,9842,6360,8062,7262,13112,12246,5854,6476,2470,6154,6442,10696,4506
s__Plesiocystis_pacifica,3130,2476,7538,6768,25956,34664,4064,10646,6512,4866,1778,10726,2916,3092,4154,6014,11078,5342,21170,2774,4874,6760,4130,3680
s__unclassified_c__Betaproteobacteria,1744,432,33840,902,6562,592,1696,12558,2876,4032,30338,11386,3648,2370,3902,3148,5874,7824,1484,35104,2614,496,10778,10694
s__Ectothiorhodospira_sp._PHS-1,3308,3616,3490,15752,18002,13826,6600,15396,15518,4648,2046,8138,2858,3858,4230,4444,13726,11980,7128,2052,9214,15442,3074,4514
s__Opitutus_terrae,3666,1622,11164,18312,11762,20318,2722,16080,7342,2902,11058,6862,4734,7182,4634,5856,7250,4888,8286,9530,4978,6320,4854,6720
s__Rhodopirellula_maiorica,11932,11560,4900,6102,16696,21598,2890,11780,5098,8644,1866,9780,4084,3164,8416,13946,9560,6942,5208,2178,7296,5786,4004,5186
s__Pirellula_staleyi,7312,5398,9200,4020,29510,26452,2074,11522,3572,5890,2848,6250,3626,4528,6544,11342,13054,7460,5076,3954,6888,3668,3702,3640
s__Alkalilimnicola_ehrlichii,2820,3458,3964,15746,20230,9614,6518,14088,16050,3926,2612,8200,2200,2940,4156,4082,13560,10076,8588,2220,9386,14186,3734,4674
s__Microbulbifer_sp._ZGT114,3392,4808,3942,20136,15648,2066,6650,15084,20116,5306,1932,8870,1950,1288,3942,5378,11890,9468,9412,1330,9876,17126,3722,3608
s__uncultured_marine_microorganism,1940,4030,2124,21128,19390,526,7748,19278,22948,2214,362,8076,764,222,2308,2090,16072,11372,7894,240,10268,17324,4048,3344
s__Bacteroides_sp._SM23_62,2988,3294,4380,13320,7634,49304,2430,7614,7512,14208,3634,6610,3400,9284,3494,3590,5320,7214,8098,2776,4288,8490,2630,3892
s__Anaeromyxobacter_dehalogenans,2832,1232,18650,3570,9596,20984,2302,7378,3572,2864,15874,8774,11226,8746,4522,5786,6434,3320,7574,17180,3442,3488,5204,10688
s__Reyranella_massiliensis,7000,5112,11466,5390,20434,15530,3066,11706,5116,2400,6094,8068,5968,7532,7040,9728,9884,4062,3096,11182,6196,5560,6310,5698
s__Geothrix_fermentans,3138,1624,18324,7162,9484,18388,3018,9100,7016,3876,9934,9024,5812,9100,5136,6410,7118,5010,8722,10912,4432,6282,5270,8208
s__Dasania_marina,2742,3546,4068,18680,18916,3908,6328,16522,18958,5452,1300,8156,1428,1018,3750,3840,13640,9360,8616,1712,8962,13106,3938,4128
s__Geobacter_sulfurreducens,2640,1346,12772,7800,8712,23430,2156,8758,7058,7364,15160,5898,5396,12972,4762,4686,6038,9158,4966,10048,4456,5406,3554,6818
s__marine_actinobacterium_MedAcidi-G3,9150,6454,5372,6524,18696,1250,3062,19014,6166,3582,922,10066,4326,3720,6418,10290,14032,14208,5984,1192,11302,8432,7976,3124
s__Methylococcaceae_bacterium_73a,4252,3366,4918,11638,16020,13642,5390,11816,11628,4572,4196,7692,4238,9876,4444,5108,11192,8434,6632,3902,6948,11430,4344,4986
s__Blastopirellula_marina,7486,5296,5160,5284,23746,33572,2154,10532,4284,4944,2002,5328,3658,4814,6088,10786,10730,7816,5866,2456,7114,4374,3322,3288
s__Lutibacter_sp._BRH_c52,3342,1886,3246,35740,1268,366,886,8602,36164,13126,1004,16000,884,254,2394,1724,896,35156,5112,646,4958,2456,558,3018
s__Acidobacteria_bacterium_OLB17,9160,1858,10126,2346,7300,5874,4340,6596,2554,1358,3032,33638,6738,3360,9390,19702,4962,1684,10140,4782,2570,2124,14800,9726
s__Oceanibaculum_pacificum,3712,2814,4182,5360,15914,64224,3126,10708,6272,2612,2072,4548,2548,2412,4566,5448,7688,4742,4212,2928,5970,6654,2652,2656
s__Hydrogenophaga_sp._LPB0072,1242,356,5580,1232,2716,1670,786,3424,1738,1492,3746,3638,1012,882,5394,1588,1732,126886,944,4144,1400,922,3142,1788
s__actinobacterium_acAcidi,13954,6648,10482,4566,10752,1454,2306,16084,4572,5098,1522,9094,6674,4050,9006,16790,8768,7440,5942,2274,9546,5954,10262,3934
s__candidate_division_WOR_1_bacterium_DG_54_3,2112,1596,4772,4636,8512,67768,1708,6392,3906,5218,3416,4646,6164,20466,3334,3818,5534,3308,3612,2598,2368,4502,2402,4308
s__Cystobacter_violaceus,3124,1610,13466,4824,11612,47816,2198,8550,4508,3240,4288,7830,4536,5480,4476,6086,6742,3718,11582,4452,3198,4516,3948,5018
s__Arenimonas_oryziterrae,1770,1556,63020,8668,6216,3066,2814,6290,9682,2318,13446,5478,1594,1240,2208,2946,4794,4946,4534,12546,5230,6230,2698,3186
s__Pseudohongiella_spirulinae,1810,2784,2872,12458,30936,5052,5724,18130,13898,3270,1052,8690,1180,1110,2742,3052,17664,9274,10942,1238,6628,9154,3490,3044
s__Magnetospira_sp._QH-2,3470,3696,5240,8742,15522,54296,4174,10446,7954,3684,922,4042,2068,2508,3686,4798,8874,6680,4340,1482,5042,9718,2006,2644
s__Ideonella_sakaiensis,2160,634,25230,1170,7558,2410,2070,9320,2346,2334,22814,12840,3992,2886,4544,4248,6890,5346,1462,29400,2408,1092,12190,10360
s__Chloracidobacterium_thermophilum,3532,1760,10986,4714,13176,32364,2344,8614,3886,2598,6214,9610,5724,9100,5816,8260,6832,3804,9496,6964,3730,4654,4804,6510
s__Candidatus_Nitrososphaera_gargensis,2326,320,68,172,772,1746,872,288,398,180,80,11874,23506,39312,18990,61652,382,158,284,50,772,398,7226,3642
s__Betaproteobacteria_bacterium_UKL13-2,1820,510,40396,1160,5656,2146,1260,6868,2590,948,27174,4892,3388,3470,2582,3106,5070,2144,1830,41384,4656,756,4650,6818
s__marine_gamma_proteobacterium_HTCC2080,3182,4506,2790,18400,19350,858,5720,15272,19438,5282,1758,7288,1572,864,3416,3796,13552,9570,7300,1400,9594,13704,3174,3164
s__Dechloromonas_aromatica,1032,482,48600,1386,4314,1636,1466,6364,2156,8180,28416,3954,2020,2268,1734,1874,2420,7866,1670,38030,1504,1150,2288,3796
s__Thalassotalea_sp._ND16A,3058,4958,2704,18762,14934,2604,6754,15572,19564,2850,728,7848,1560,1054,3320,4096,12334,9020,6526,754,10090,17596,4136,3694
s__Lutibacter_sp._LP1,4422,2694,1534,51352,1606,862,1064,7402,29908,15268,746,18992,1062,270,2324,2360,1000,12284,5136,506,5804,3438,454,3830
s__Azoarcus_sp._KH32C,3246,1658,17222,5780,12514,9410,3366,12766,6860,3496,13218,9576,5882,5552,4312,5596,7904,5848,4110,13572,3946,4838,6208,7410
s__Rhodovibrio_salinarum,3878,2408,1892,5820,16654,39550,4394,8982,9596,4792,672,3322,2712,2308,5116,6064,8740,5002,6144,1102,13234,16496,1976,2858
s__Candidatus_Nitrosoarchaeum_koreensis,432,50,1244,1370,50072,328,21056,13344,10674,96,92,16590,1586,1630,2970,3774,30948,3794,1102,192,980,4210,5044,1972
s__Thaumarchaeota_archaeon_CSP1-1,170,60,1040,356,120714,760,2836,16408,1076,142,24,1712,546,666,776,1344,22004,478,212,32,244,726,678,302
s__Chondromyces_crocatus,1854,1134,20100,3314,16506,39618,1750,6980,3064,3228,2584,6818,2684,3818,2676,3510,7246,3328,25952,3746,2640,3738,2404,3878
s__Dehalococcoidia_bacterium_SG8_51_3,3926,3772,3172,7340,7338,52564,2886,6006,4572,7922,2578,3680,4510,14776,5772,6070,6094,3550,2576,1730,3056,9598,4508,3920
s__Cystobacter_fuscus,2938,2076,13064,5964,12438,40580,2616,8790,5792,3048,3220,7636,3830,5090,4206,5122,7382,3986,10734,4546,3804,5964,4106,4980
s__Streptomyces_thermoautotrophicus,18878,6186,5124,12526,7262,2410,1366,7876,3658,16260,2852,6584,7830,3726,11590,14074,6370,4568,4682,2340,5502,2980,12632,3708
s__Rhodopseudomonas_palustris,7554,4586,7114,4722,9190,17328,2536,6542,4154,3420,5008,6822,10176,17330,8964,13996,5420,3832,3560,6260,4388,4940,7042,5950
s__Syntrophus_aciditrophicus,3010,1788,8932,5344,6272,24890,2374,6346,4358,8924,9002,4540,8174,27214,4936,4882,4614,4360,3376,8174,2618,5556,3392,7394
s__Chthoniobacter_flavus,2362,1478,16348,7652,16088,25966,2040,9672,4700,2702,7912,6066,3748,6824,3390,4124,7690,5002,6504,7950,7594,3752,3890,5350
s__candidate_division_Zixibacteria_bacterium_SM23_73_2,1456,1326,3432,3636,7516,97602,1518,5368,2970,2434,1208,4866,1906,4658,2172,2708,4358,2692,4760,1328,1942,3474,1604,3056
s__Sphingomonas_jaspsi,10004,598,948,1114,1098,924,1394,764,704,1244,1162,9782,12848,1120,12602,33708,1290,5602,31786,1062,1112,1396,23214,12362
s__Methylophaga_thiooxydans,908,1252,922,7508,10766,14410,3738,4990,8552,1792,448,4300,614,936,1212,1176,69730,4834,10566,448,4158,11704,766,1294
s__Thalassobaculum_salexigens,7662,6030,2192,6038,16060,36506,3792,8884,6360,3572,1072,4628,3736,2848,7036,8786,8170,4552,4096,1674,7474,8756,2802,3894
s__Chondromyces_apiculatus,2284,1454,18898,3938,16770,29578,1986,6416,3664,2908,3050,6650,2928,3908,3174,4960,7372,3900,24612,3588,2660,4168,3064,4030
s__Desulfocarbo_indianensis,4620,3904,5400,8112,9112,18544,2912,8312,5054,11358,5810,4960,5874,13758,7424,7360,7214,5320,4832,4038,3660,9118,3236,5918
s__Anaerolinaceae_bacterium_46_22,3212,2260,3600,11238,5800,27782,3476,6186,6624,35382,640,5328,2048,3790,3716,3592,6572,5356,10116,1016,5012,6808,3844,2316
s__Rubrivivax_benzoatilyticus,2060,316,25384,992,6274,1460,1950,10928,2582,2954,22064,10952,3520,2434,4012,3530,5182,6106,1180,27624,2088,598,11110,9562
s__Thioalkalivibrio_sp._HK1,3078,3234,1954,8260,30704,9798,5664,15574,10122,2256,882,5452,1914,1296,3766,4248,16748,9346,4100,950,9702,9070,2538,2714
s__Methylococcus_capsulatus,3386,2848,5476,11494,15562,8982,5070,11336,11942,4168,3660,7044,3360,6208,4408,4892,10822,8108,5916,3612,6606,9944,3818,4626
s__Nitrospira_sp._OLB3,1932,650,10278,2230,18402,15096,2350,8608,2362,2160,4418,14504,7084,8504,5792,7078,9366,2590,4122,18784,2042,2340,4614,7798
s__Verrucomicrobia_bacterium_L21-Fru-AB,1628,1456,6466,16054,9340,14584,1384,57172,3880,3816,2508,2740,2406,3970,4780,4000,6370,3184,2434,3024,3280,3678,1498,2294
s__Dehalococcoidia_bacterium_DG_22,2066,1060,3136,2066,10336,87186,1244,5370,2828,1932,246,4230,2334,3458,3100,9314,5506,2520,2144,628,2330,2888,3222,2486
s__alpha_proteobacterium_Mf_1.05b.01,6168,5172,3472,10320,18816,7824,4194,12598,11476,3510,1656,7280,3468,2688,5434,6418,11472,8218,4868,2996,6580,8872,3460,3564
s__Candidatus_Accumulibacter_phosphatis,2888,1032,30992,4094,8746,7792,1854,8940,3942,3666,15628,5250,4688,6652,3604,4648,4974,4726,2328,17356,2718,3498,4160,6056
s__bacterium_SCGC_AG-212-C10,2420,976,5750,2626,16418,32270,1656,7424,3856,1344,892,30072,3856,5314,3956,8586,8134,3592,3622,2722,2652,2838,4248,4922
s__Methylibium_sp._CF059,1892,656,20828,2528,6960,2082,2466,8874,3612,1290,15884,14728,3714,2928,4046,3946,7086,4402,1728,23084,2546,2242,12814,9590
s__candidate_division_BRC1_bacterium_SM23_51,2590,2100,3808,5066,7890,67550,1782,5928,3654,4468,3284,4618,3292,8130,3344,4038,4924,3216,4000,2584,2598,4624,2202,4038
s__Gallionella_sp._ShG14-8,11604,758,38126,3426,7654,19410,1898,6914,3920,2806,6316,4666,3520,6056,2286,2792,4760,2930,2312,12762,2696,3050,2996,5892
s__Desulfocapsa_sulfexigens,3800,4678,2058,27598,3768,8474,2322,3834,8720,25362,1884,2590,1802,3692,3732,2566,3048,12484,4426,1076,12318,12770,4328,2208
s__candidate_division_Zixibacteria_bacterium_SM1_73,1186,996,3708,2488,5742,99168,976,4270,1840,2282,1428,3960,2420,7440,1764,2278,3284,1596,2504,1394,1142,2284,1348,2784
s__Candidatus_Nitrosopumilus_sp._NF5,374,166,1380,1448,48000,648,18948,20780,9394,312,44,11446,888,794,1748,2396,22472,4984,1286,70,996,4710,3574,1384
s__Desulfobacterium_autotrophicum,3632,3586,2708,13346,3918,7304,2488,4470,6214,45674,4230,3382,3392,7692,5410,3860,3350,7572,3712,1952,5500,8784,1796,3820
s__Tepidicaulis_marinus,6640,4820,3572,8558,17040,13840,3530,11246,9188,3304,1608,6700,4176,3246,5804,7014,10702,6950,4746,3702,6026,7910,3488,3966
s__Acidihalobacter_prosperus,6122,2952,2662,10294,12110,26460,4804,9948,9996,3326,2184,6190,2388,4062,3498,3660,9206,7696,5354,1910,5996,10676,2696,3432
s__Rhodospirillum_centenum,3600,2548,5370,7202,11850,40024,3316,9680,7836,2412,3680,5708,2480,2360,3954,5228,7196,4902,4926,3284,5522,7934,3276,3298
s__Nevskia_soli,3800,2432,7658,10612,11654,9566,3954,9118,11538,2916,7354,7116,3678,4536,3870,5742,8668,6600,5996,7038,6366,8626,4272,4360
s__Dongia_sp._URHE0060,4664,2494,4350,5314,14370,34586,3788,10442,6584,2646,2392,4954,3806,3360,4972,6516,8646,5304,4044,3306,5116,6822,4524,4188
